"The book of the genealogy of Jesus Christ , the son of David, the son of Abraham.",ܟܬܒܐ ܕܝܠܝܕܘܬܗ ܕܝܫܘܥ ܡܫܝܚܐ ܒܪܗ ܕܕܘܝܕ ܒܪܗ ܕܐܒܪܗܡ
"He went to Pilate, and begged the body of Jesus. Then Pilate commanded the body to be delivered.",ܗܢܐ ܩܪܒ ܠܘܬ ܦܝܠܛܘܤ ܘܫܐܠ ܦܓܪܗ ܕܝܫܘܥ ܘܦܩܕ ܦܝܠܛܘܤ ܕܢܬܝܗܒ ܠܗ ܦܓܪܐ
"And when Joseph had taken the body, he wrapped it in a clean linen cloth,",ܘܫܩܠܗ ܝܘܤܦ ܠܦܓܪܐ ܘܟܪܟܗ ܒܚܝܨܐ ܕܟܬܢܐ ܢܩܕܐ
"And laid it in his own new tomb, which he had hewn out in the rock: and he rolled a great stone to the door of the sepulchre, and departed.",ܘܤܡܗ ܒܒܝܬ ܩܒܘܪܐ ܚܕܬܐ ܕܝܠܗ ܕܢܩܝܪ ܒܟܐܦܐ ܘܥܓܠܘ ܟܐܦܐ ܪܒܬܐ ܐܪܡܝܘ ܥܠ ܬܪܥܐ ܕܒܝܬ ܩܒܘܪܐ ܘܐܙܠܘ
"And there was Mary Magdalene, and the other Mary, sitting over against the sepulchre.",ܐܝܬ ܗܘܝ ܕܝܢ ܬܡܢ ܡܪܝܡ ܡܓܕܠܝܬܐ ܘܡܪܝܡ ܐܚܪܬܐ ܕܝܬܒܢ ܗܘܝ ܠܩܘܒܠܗ ܕܩܒܪܐ
"Now the next day, that followed the day of the preparation, the chief priests and Pharisees came together unto Pilate,",ܠܝܘܡܐ ܕܝܢ ܕܡܚܪ ܕܐܝܬܘܗܝ ܒܬܪ ܥܪܘܒܬܐ ܐܬܟܢܫܘ ܪܒܝ ܟܗܢܐ ܘܦܪܝܫܐ ܠܘܬ ܦܝܠܛܘܤ
"Saying, Sir, we remember that that deceiver said, while he was yet alive, After three days I will rise again.",ܘܐܡܪܝܢ ܠܗ ܡܪܢ ܐܬܕܟܪܢ ܕܗܘ ܡܛܥܝܢܐ ܐܡܪ ܗܘܐ ܟܕ ܚܝ ܕܡܢ ܒܬܪ ܬܠܬܐ ܝܘܡܝܢ ܩܐܡ ܐܢܐ
"Command therefore that the sepulchre be made sure until the third day, lest his disciples come by night, and steal him away, and say unto the people, He is risen from the dead: so the last error shall be worse than the first.",ܦܩܘܕ ܗܟܝܠ ܡܙܕܗܪܝܢ ܒܩܒܪܐ ܥܕܡܐ ܠܬܠܬܐ ܝܘܡܝܢ ܕܠܡܐ ܢܐܬܘܢ ܬܠܡܝܕܘܗܝ ܢܓܢܒܘܢܝܗܝ ܒܠܠܝܐ ܘܢܐܡܪܘܢ ܠܥܡܐ ܕܡܢ ܒܝܬ ܡܝܬܐ ܩܡ ܘܬܗܘܐ ܛܘܥܝܝ ܐܚܪܝܬܐ ܒܝܫܐ ܡܢ ܩܕܡܝܬܐ
"Pilate said unto them, Ye have a watch: go your way, make it as sure as ye can.",ܗܢܘܢ ܕܝܢ ܐܙܠܘ ܐܙܕܗܪܘ ܒܩܒܪܐ ܘܚܬܡܘ ܟܐܦܐ ܗܝ ܥܡ ܩܤܛܘܢܪܐ
"So they went, and made the sepulchre sure, sealing the stone, and setting a watch.",ܐܡܪ ܠܗܘܢ ܦܝܠܛܘܤ ܐܝܬ ܠܟܘܢ ܩܤܛܘܢܪܐ ܙܠܘ ܐܙܕܗܪܘ ܐܝܟܢܐ ܕܝܕܥܝܢ ܐܢܬܘܢ
"In the end of the sabbath, as it began to dawn toward the first day of the week, came Mary Magdalene and the other Mary to see the sepulchre.",ܒܪܡܫܐ ܕܝܢ ܒܫܒܬܐ ܕܢܓܗ ܚܕ ܒܫܒܐ ܐܬܬ ܡܪܝܡ ܡܓܕܠܝܬܐ ܘܡܪܝܡ ܐܚܪܬܐ ܕܢܚܙܝܢ ܩܒܪܐ
"And, behold, there was a great earthquake: for the angel of the Lord descended from heaven, and came and rolled back the stone from the door, and sat upon it.",ܘܗܐ ܙܘܥܐ ܪܒܐ ܗܘܐ ܡܠܐܟܐ ܓܝܪ ܕܡܪܝܐ ܢܚܬ ܡܢ ܫܡܝܐ ܘܩܪܒ ܥܓܠ ܟܐܦܐ ܡܢ ܬܪܥܐ ܘܝܬܒ ܗܘܐ ܥܠܝܗ
"His countenance was like lightning, and his raiment white as snow:",ܐܝܬܘܗܝ ܗܘܐ ܕܝܢ ܚܙܘܗ ܐܝܟ ܒܪܩܐ ܘܠܒܘܫܗ ܚܘܪ ܗܘܐ ܐܝܟ ܬܠܓܐ
"And for fear of him the keepers did shake, and became as dead men.",ܘܡܢ ܕܚܠܬܗ ܐܬܬܙܝܥܘ ܐܝܠܝܢ ܕܢܛܪܝܢ ܗܘܘ ܘܗܘܘ ܐܝܟ ܡܝܬܐ
"And the angel answered and said unto the women, Fear not ye: for I know that ye seek Jesus, which was crucified.",ܥܢܐ ܕܝܢ ܡܠܐܟܐ ܘܐܡܪ ܠܢܫܐ ܐܢܬܝܢ ܠܐ ܬܕܚܠܢ ܝܕܥ ܐܢܐ ܓܝܪ ܕܠܝܫܘܥ ܕܐܙܕܩܦ ܒܥܝܢ ܐܢܬܝܢ
"He is not here: for he is risen, as he said. Come, see the place where the Lord lay.",ܠܐ ܗܘܐ ܬܢܢ ܩܡ ܠܗ ܓܝܪ ܐܝܟܢܐ ܕܐܡܪ ܬܐܝܝܢ ܚܙܝܝܢ ܕܘܟܬܐ ܕܤܝܡ ܗܘܐ ܒܗ ܡܪܢ
"And go quickly, and tell his disciples that he is risen from the dead; and, behold, he goeth before you into Galilee; there shall ye see him: lo, I have told you.",ܘܙܠܝܢ ܒܥܓܠ ܐܡܪܝܢ ܠܬܠܡܝܕܘܗܝ ܕܩܡ ܡܢ ܒܝܬ ܡܝܬܐ ܘܗܐ ܩܕܡ ܠܟܘܢ ܠܓܠܝܠܐ ܬܡܢ ܬܚܙܘܢܝܗܝ ܗܐ ܐܡܪܬ ܠܟܝܢ
And they departed quickly from the sepulchre with fear and great joy; and did run to bring his disciples word.,ܘܐܙܠ ܥܓܠ ܡܢ ܩܒܪܐ ܒܕܚܠܬܐ ܘܒܚܕܘܬܐ ܪܒܬܐ ܘܪܗܛܢ ܕܢܐܡܪܢ ܠܬܠܡܝܕܘܗܝ
"And as they went to tell his disciples, behold, Jesus met them, saying, All hail. And they came and held him by the feet, and worshipped him.",ܘܗܐ ܝܫܘܥ ܦܓܥ ܒܗܝܢ ܘܐܡܪ ܠܗܝܢ ܫܠܡ ܠܟܝܢ ܗܢܝܢ ܕܝܢ ܩܪܒ ܐܚܕ ܪܓܠܘܗܝ ܘܤܓܕܝܢ ܠܗ
"Then said Jesus unto them, Be not afraid: go tell my brethren that they go into Galilee, and there shall they see me.",ܗܝܕܝܢ ܐܡܪ ܠܗܝܢ ܝܫܘܥ ܠܐ ܬܕܚܠܢ ܐܠܐ ܙܠܝܢ ܐܡܪܝܢ ܠܐܚܝ ܕܢܐܙܠܘܢ ܠܓܠܝܠܐ ܘܬܡܢ ܢܚܙܘܢܢܝ
"Now when they were going, behold, some of the watch came into the city, and shewed unto the chief priests all the things that were done.",ܟܕ ܐܙܠܝܢ ܕܝܢ ܐܬܘ ܐܢܫܐ ܡܢ ܩܤܛܘܢܪܐ ܗܢܘܢ ܠܡܕܝܢܬܐ ܘܐܡܪܘ ܠܪܒܝ ܟܗܢܐ ܟܠ ܡܕܡ ܕܗܘܐ
"And when they were assembled with the elders, and had taken counsel, they gave large money unto the soldiers,",ܘܐܬܟܢܫܘ ܥܡ ܩܫܝܫܐ ܘܢܤܒܘ ܡܠܟܐ ܘܝܗܒܘ ܟܤܦܐ ܠܐ ܙܥܘܪ ܠܩܤܛܘܢܪܐ
"Saying, Say ye, His disciples came by night, and stole him away while we slept.",ܘܐܡܪܝܢ ܠܗܘܢ ܐܡܪܘ ܕܬܠܡܝܕܘܗܝ ܐܬܘ ܓܢܒܘܗܝ ܒܠܠܝܐ ܟܕ ܕܡܟܝܢ ܚܢܢ
"And if this come to the governor's ears, we will persuade him, and secure you.",ܘܐܢ ܐܫܬܡܥܬ ܗܕܐ ܩܕܡ ܗܓܡܘܢܐ ܚܢܢ ܡܦܝܤܝܢ ܚܢܢ ܠܗ ܘܠܟܘܢ ܕܠܐ ܨܦܬܐ ܥܒܕܝܢ ܚܢܢ
"So they took the money, and did as they were taught: and this saying is commonly reported among the Jews until this day.",ܗܢܘܢ ܕܝܢ ܟܕ ܢܤܒܘ ܟܤܦܐ ܥܒܕܘ ܐܝܟ ܕܐܠܦܘ ܐܢܘܢ ܘܢܦܩܬ ܡܠܬܐ ܗܕܐ ܒܝܬ ܝܗܘܕܝܐ ܥܕܡܐ ܠܝܘܡܢܐ
"Then the eleven disciples went away into Galilee, into a mountain where Jesus had appointed them.",ܬܠܡܝܕܐ ܕܝܢ ܚܕܥܤܪ ܐܙܠܘ ܠܓܠܝܠܐ ܠܛܘܪܐ ܐܝܟܐ ܕܘܥܕ ܐܢܘܢ ܝܫܘܥ
"And when they saw him, they worshipped him: but some doubted.",ܘܟܕ ܚܙܐܘܗܝ ܤܓܕܘ ܠܗ ܡܢܗܘܢ ܕܝܢ ܐܬܦܠܓܘ ܗܘܘ
"And Jesus came and spake unto them, saying, All power is given unto me in heaven and in earth.",ܘܩܪܒ ܝܫܘܥ ܡܠܠ ܥܡܗܘܢ ܘܐܡܪ ܠܗܘܢ ܐܬܝܗܒ ܠܝ ܟܠ ܫܘܠܛܢ ܒܫܡܝܐ ܘܒܐܪܥܐ ܘܐܝܟܢܐ ܕܫܕܪܢܝ ܐܒܝ ܡܫܕܪ ܐܢܐ ܠܟܘܢ
"Go ye therefore, and teach all nations, baptizing them in the name of the Father, and of the Son, and of the Holy Ghost:",ܙܠܘ ܗܟܝܠ ܬܠܡܕܘ ܟܠܗܘܢ ܥܡܡܐ ܘܐܥܡܕܘ ܐܢܘܢ ܒܫܡ ܐܒܐ ܘܒܪܐ ܘܪܘܚܐ ܕܩܘܕܫܐ
"Teaching them to observe all things whatsoever I have commanded you: and, lo, I am with you alway, even unto the end of the world. Amen.",ܘܐܠܦܘ ܐܢܘܢ ܕܢܛܪܘܢ ܟܠ ܡܐ ܕܦܩܕܬܟܘܢ ܘܗܐ ܐܢܐ ܥܡܟܘܢ ܐܢܐ ܟܠܗܘܢ ܝܘܡܬܐ ܥܕܡܐ ܠܫܘܠܡܗ ܕܥܠܡܐ ܐܡܝܢ
"The beginning of the gospel of Jesus Christ, the Son of God;",ܪܫܐ ܕܐܘܢܓܠܝܘܢ ܕܝܫܘܥ ܡܫܝܚܐ ܒܪܗ ܕܐܠܗܐ
"As it is written in the prophets, Behold, I send my messenger before thy face, which shall prepare thy way before thee.",ܐܝܟ ܕܟܬܝܒ ܒܐܫܥܝܐ ܢܒܝܐ ܗܐ ܡܫܕܪ ܐܢܐ ܡܠܐܟܝ ܩܕܡ ܦܪܨܘܦܟ ܕܢܬܩܢ ܐܘܪܚܟ
"The voice of one crying in the wilderness, Prepare ye the way of the Lord, make his paths straight.",ܩܠܐ ܕܩܪܐ ܒܡܕܒܪܐ ܛܝܒܘ ܐܘܪܚܗ ܕܡܪܝܐ ܘܐܫܘܘ ܫܒܝܠܘܗܝ
"John did baptize in the wilderness, and preach the baptism of repentance for the remission of sins.",ܗܘܐ ܝܘܚܢܢ ܒܡܕܒܪܐ ܡܥܡܕ ܘܡܟܪܙ ܡܥܡܘܕܝܬܐ ܕܬܝܒܘܬܐ ܠܫܘܒܩܢܐ ܕܚܛܗܐ
"And there went out unto him all the land of Judaea, and they of Jerusalem, and were all baptized of him in the river of Jordan, confessing their sins.",ܘܢܦܩܐ ܗܘܬ ܠܘܬܗ ܟܠܗ ܟܘܪ ܕܝܗܘܕ ܘܟܠܗܘܢ ܒܢܝ ܐܘܪܫܠܡ ܘܡܥܡܕ ܗܘܐ ܠܗܘܢ ܒܝܘܪܕܢܢ ܟܕ ܡܘܕܝܢ ܒܚܛܗܝܗܘܢ
"And John was clothed with camel's hair, and with a girdle of a skin about his loins; and he did eat locusts and wild honey;",ܗܘ ܕܝܢ ܝܘܚܢܢ ܠܒܝܫ ܗܘܐ ܠܒܘܫܐ ܕܤܥܪܐ ܕܓܡܠܐ ܘܐܤܝܪ ܗܘܐ ܥܪܩܬܐ ܕܡܫܟܐ ܒܚܨܘܗܝ ܘܡܐܟܘܠܬܗ ܐܝܬܝܗ ܗܘܬ ܩܡܨܐ ܘܕܒܫܐ ܕܒܪܐ
"And preached, saying, There cometh one mightier than I after me, the latchet of whose shoes I am not worthy to stoop down and unloose.",ܘܡܟܪܙ ܗܘܐ ܘܐܡܪ ܗܐ ܐܬܐ ܒܬܪܝ ܕܚܝܠܬܢ ܡܢܝ ܗܘ ܕܠܐ ܫܘܐ ܐܢܐ ܕܐܓܗܢ ܐܫܪܐ ܥܪܩܐ ܕܡܤܢܘܗܝ
I indeed have baptized you with water: but he shall baptize you with the Holy Ghost.,ܐܢܐ ܐܥܡܕܬܟܘܢ ܒܡܝܐ ܗܘ ܕܝܢ ܢܥܡܕܟܘܢ ܒܪܘܚܐ ܕܩܘܕܫܐ
"And it came to pass in those days, that Jesus came from Nazareth of Galilee, and was baptized of John in Jordan.",ܘܗܘܐ ܒܝܘܡܬܐ ܗܢܘܢ ܐܬܐ ܝܫܘܥ ܡܢ ܢܨܪܬ ܕܓܠܝܠܐ ܘܐܬܥܡܕ ܒܝܘܪܕܢܢ ܡܢ ܝܘܚܢܢ
"And straightway coming up out of the water, he saw the heavens opened, and the Spirit like a dove descending upon him:",ܘܡܚܕܐ ܕܤܠܩ ܡܢ ܡܝܐ ܚܙܐ ܕܐܤܬܕܩܘ ܫܡܝܐ ܘܪܘܚܐ ܐܝܟ ܝܘܢܐ ܕܢܚܬܬ ܥܠܘܗܝ
"And there came a voice from heaven, saying, Thou art my beloved Son, in whom I am well pleased.",ܘܩܠܐ ܗܘܐ ܡܢ ܫܡܝܐ ܐܢܬ ܗܘ ܒܪܝ ܚܒܝܒܐ ܒܟ ܐܨܛܒܝܬ
And immediately the Spirit driveth him into the wilderness.,ܘܡܚܕܐ ܐܦܩܬܗ ܪܘܚܐ ܠܡܕܒܪܐ
"And he was there in the wilderness forty days, tempted of Satan; and was with the wild beasts; and the angels ministered unto him.",ܘܗܘܐ ܬܡܢ ܒܡܕܒܪܐ ܝܘܡܬܐ ܐܪܒܥܝܢ ܟܕ ܡܬܢܤܐ ܡܢ ܤܛܢܐ ܘܐܝܬܘܗܝ ܗܘܐ ܥܡ ܚܝܘܬܐ ܘܡܫܡܫܝܢ ܗܘܘ ܠܗ ܡܠܐܟܐ
"Now after that John was put in prison, Jesus came into Galilee, preaching the gospel of the kingdom of God,",ܒܬܪ ܕܐܫܬܠܡ ܕܝܢ ܝܘܚܢܢ ܐܬܐ ܠܗ ܝܫܘܥ ܠܓܠܝܠܐ ܘܡܟܪܙ ܗܘܐ ܤܒܪܬܐ ܕܡܠܟܘܬܗ ܕܐܠܗܐ
"And saying, The time is fulfilled, and the kingdom of God is at hand: repent ye, and believe the gospel.",ܘܐܡܪ ܫܠܡ ܠܗ ܙܒܢܐ ܘܡܛܬ ܡܠܟܘܬܐ ܕܐܠܗܐ ܬܘܒܘ ܘܗܝܡܢܘ ܒܤܒܪܬܐ
"Now as he walked by the sea of Galilee, he saw Simon and Andrew his brother casting a net into the sea: for they were fishers.",ܘܟܕ ܡܗܠܟ ܚܕܪܝ ܝܡܐ ܕܓܠܝܠܐ ܚܙܐ ܠܫܡܥܘܢ ܘܠܐܢܕܪܐܘܤ ܐܚܘܗܝ ܕܪܡܝܢ ܡܨܝܕܬܐ ܒܝܡܐ ܐܝܬܝܗܘܢ ܗܘܘ ܓܝܪ ܨܝܕܐ
"And Jesus said unto them, Come ye after me, and I will make you to become fishers of men.",ܘܐܡܪ ܠܗܘܢ ܝܫܘܥ ܬܘ ܒܬܪܝ ܘܐܥܒܕܟܘܢ ܨܝܕܐ ܕܒܢܝ ܐܢܫܐ
"And straightway they forsook their nets, and followed him.",ܘܡܚܕܐ ܫܒܩܘ ܡܨܝܕܬܗܘܢ ܘܐܙܠܘ ܒܬܪܗ
"And when he had gone a little further thence, he saw James the son of Zebedee, and John his brother, who also were in the ship mending their nets.",ܘܟܕ ܥܒܪ ܩܠܝܠ ܚܙܐ ܠܝܥܩܘܒ ܒܪ ܙܒܕܝ ܘܠܝܘܚܢܢ ܐܚܘܗܝ ܘܐܦ ܠܗܘܢ ܒܤܦܝܢܬܐ ܕܡܬܩܢܝܢ ܡܨܝܕܬܗܘܢ
"And straightway he called them: and they left their father Zebedee in the ship with the hired servants, and went after him.",ܘܩܪܐ ܐܢܘܢ ܘܡܚܕܐ ܫܒܩܘ ܠܙܒܕܝ ܐܒܘܗܘܢ ܒܤܦܝܢܬܐ ܥܡ ܐܓܝܪܐ ܘܐܙܠܘ ܒܬܪܗ
"And they went into Capernaum; and straightway on the sabbath day he entered into the synagogue, and taught.",ܘܟܕ ܥܠܘ ܠܟܦܪܢܚܘܡ ܡܚܕܐ ܡܠܦ ܗܘܐ ܒܫܒܐ ܒܟܢܘܫܬܗܘܢ
"And they were astonished at his doctrine: for he taught them as one that had authority, and not as the scribes.",ܘܬܡܝܗܝܢ ܗܘܘ ܒܝܘܠܦܢܗ ܡܠܦ ܗܘܐ ܠܗܘܢ ܓܝܪ ܐܝܟ ܡܫܠܛܐ ܘܠܐ ܐܝܟ ܤܦܪܝܗܘܢ
"And there was in their synagogue a man with an unclean spirit; and he cried out,",ܘܐܝܬ ܗܘܐ ܒܟܢܘܫܬܗܘܢ ܓܒܪܐ ܕܐܝܬ ܒܗ ܪܘܚܐ ܛܡܐܬܐ ܘܩܥܐ
"Saying, Let us alone; what have we to do with thee, thou Jesus of Nazareth? art thou come to destroy us? I know thee who thou art, the Holy One of God.",ܘܐܡܪ ܡܐ ܠܢ ܘܠܟ ܝܫܘܥ ܢܨܪܝܐ ܐܬܝܬ ܠܡܘܒܕܘܬܢ ܝܕܥ ܐܢܐ ܠܟ ܡܢ ܐܢܬ ܩܕܝܫܗ ܕܐܠܗܐ
"And Jesus rebuked him, saying, Hold thy peace, and come out of him.",ܘܟܐܐ ܒܗ ܝܫܘܥ ܘܐܡܪ ܤܟܘܪ ܦܘܡܟ ܘܦܘܩ ܡܢܗ
"And when the unclean spirit had torn him, and cried with a loud voice, he came out of him.",ܘܫܕܬܗ ܪܘܚܐ ܛܢܦܬܐ ܘܩܥܬ ܒܩܠܐ ܪܡܐ ܘܢܦܩܬ ܡܢܗ
"And they were all amazed, insomuch that they questioned among themselves, saying, What thing is this? what new doctrine is this? for with authority commandeth he even the unclean spirits, and they do obey him.",ܘܐܬܕܡܪܘ ܟܠܗܘܢ ܘܒܥܝܢ ܗܘܘ ܚܕ ܥܡ ܚܕ ܘܐܡܪܝܢ ܕܡܢܐ ܗܝ ܗܕܐ ܘܡܢܘ ܝܘܠܦܢܐ ܗܢܐ ܚܕܬܐ ܕܒܫܘܠܛܢܐ ܘܐܦ ܠܪܘܚܐ ܛܢܦܬܐ ܦܩܕ ܘܡܫܬܡܥܢ ܠܗ
And immediately his fame spread abroad throughout all the region round about Galilee.,ܘܡܚܕܐ ܢܦܩ ܛܒܗ ܒܟܠܗ ܐܬܪܐ ܕܓܠܝܠܐ
"And forthwith, when they were come out of the synagogue, they entered into the house of Simon and Andrew, with James and John.",ܘܢܦܩܘ ܡܢ ܟܢܘܫܬܐ ܘܐܬܘ ܠܒܝܬܗ ܕܫܡܥܘܢ ܘܕܐܢܕܪܐܘܤ ܥܡ ܝܥܩܘܒ ܘܝܘܚܢܢ
"But Simon's wife's mother lay sick of a fever, and anon they tell him of her.",ܘܚܡܬܗ ܕܫܡܥܘܢ ܪܡܝܐ ܗܘܬ ܒܐܫܬܐ ܘܐܡܪܘ ܠܗ ܥܠܝܗ
"And he came and took her by the hand, and lifted her up; and immediately the fever left her, and she ministered unto them.",ܘܩܪܒ ܐܚܕܗ ܒܐܝܕܗ ܘܐܩܝܡܗ ܘܡܚܕܐ ܫܒܩܬܗ ܐܫܬܗ ܘܡܫܡܫܐ ܗܘܬ ܠܗܘܢ
"And at even, when the sun did set, they brought unto him all that were diseased, and them that were possessed with devils.",ܒܪܡܫܐ ܕܝܢ ܒܡܥܪܒܝ ܫܡܫܐ ܐܝܬܝܘ ܠܘܬܗ ܟܠܗܘܢ ܐܝܠܝܢ ܕܒܝܫܐܝܬ ܥܒܝܕܝܢ ܘܕܝܘܢܐ
And all the city was gathered together at the door.,ܘܡܕܝܢܬܐ ܟܠܗ ܟܢܝܫܐ ܗܘܬ ܥܠ ܬܪܥܐ
"And he healed many that were sick of divers diseases, and cast out many devils; and suffered not the devils to speak, because they knew him.",ܘܐܤܝ ܠܤܓܝܐܐ ܕܒܝܫܐܝܬ ܥܒܝܕܝܢ ܗܘܘ ܒܟܘܪܗܢܐ ܡܫܚܠܦܐ ܘܕܝܘܐ ܤܓܝܐܐ ܐܦܩ ܘܠܐ ܫܒܩ ܗܘܐ ܠܗܘܢ ܠܕܝܘܐ ܕܢܡܠܠܘܢ ܡܛܠ ܕܝܕܥܝܢ ܗܘܘ ܠܗ
"And in the morning, rising up a great while before day, he went out, and departed into a solitary place, and there prayed.",ܘܒܨܦܪܐ ܩܕܡ ܩܡ ܛܒ ܘܐܙܠ ܠܐܬܪܐ ܚܘܪܒܐ ܘܬܡܢ ܡܨܠܐ ܗܘܐ
And Simon and they that were with him followed after him.,ܘܒܥܝܢ ܗܘܘ ܠܗ ܫܡܥܘܢ ܘܕܥܡܗ
"And when they had found him, they said unto him, All men seek for thee.",ܘܟܕ ܐܫܟܚܘܗܝ ܐܡܪܝܢ ܠܗ ܟܠܗܘܢ ܐܢܫܐ ܒܥܝܢ ܠܟ
"And he said unto them, Let us go into the next towns, that I may preach there also: for therefore came I forth.",ܐܡܪ ܠܗܘܢ ܗܠܟܘ ܠܩܘܪܝܐ ܘܠܡܕܝܢܬܐ ܕܩܪܝܒܢ ܕܐܦ ܬܡܢ ܐܟܪܙ ܠܗܕܐ ܓܝܪ ܐܬܝܬ
"And he preached in their synagogues throughout all Galilee, and cast out devils.",ܘܡܟܪܙ ܗܘܐ ܒܟܠܗܝܢ ܟܢܘܫܬܗܘܢ ܒܟܠܗ ܓܠܝܠܐ ܘܡܦܩ ܫܐܕܐ
"And there came a leper to him, beseeching him, and kneeling down to him, and saying unto him, If thou wilt, thou canst make me clean.",ܘܐܬܐ ܠܘܬܗ ܓܪܒܐ ܘܢܦܠ ܥܠ ܪܓܠܘܗܝ ܘܒܥܐ ܗܘܐ ܡܢܗ ܘܐܡܪ ܠܗ ܐܢ ܨܒܐ ܐܢܬ ܡܫܟܚ ܐܢܬ ܠܡܕܟܝܘܬܝ
"And Jesus, moved with compassion, put forth his hand, and touched him, and saith unto him, I will; be thou clean.",ܗܘ ܕܝܢ ܝܫܘܥ ܐܬܪܚܡ ܥܠܘܗܝ ܘܦܫܛ ܐܝܕܗ ܩܪܒ ܠܗ ܘܐܡܪ ܨܒܐ ܐܢܐ ܐܬܕܟܐ
"And as soon as he had spoken, immediately the leprosy departed from him, and he was cleansed.",ܘܒܗ ܒܫܥܬܐ ܐܙܠ ܓܪܒܗ ܡܢܗ ܘܐܬܕܟܝ
"And he straitly charged him, and forthwith sent him away;",ܘܟܐܐ ܒܗ ܘܐܦܩܗ
"And saith unto him, See thou say nothing to any man: but go thy way, shew thyself to the priest, and offer for thy cleansing those things which Moses commanded, for a testimony unto them.",ܗܘ ܕܝܢ ܟܕ ܢܦܩ ܫܪܝ ܗܘܐ ܡܟܪܙ ܤܓܝ ܘܐܛܒܗ ܠܡܠܬܐ ܐܝܟܢܐ ܕܠܐ ܢܫܟܚ ܗܘܐ ܝܫܘܥ ܓܠܝܐܝܬ ܕܢܥܘܠ ܠܡܕܝܢܬܐ ܐܠܐ ܠܒܪ ܗܘܐ ܒܐܬܪܐ ܚܘܪܒܐ ܘܐܬܝܢ ܗܘܘ ܠܘܬܗ ܡܢ ܟܠ ܕܘܟܐ
"But he went out, and began to publish it much, and to blaze abroad the matter, insomuch that Jesus could no more openly enter into the city, but was without in desert places: and they came to him from every quarter.",ܘܐܡܪ ܠܗ ܚܙܝ ܠܡܐ ܠܐܢܫ ܐܡܪ ܐܢܬ ܐܠܐ ܙܠ ܚܘܐ ܢܦܫܟ ܠܟܗܢܐ ܘܩܪܒ ܩܘܪܒܢܐ ܚܠܦ ܬܕܟܝܬܟ ܐܝܟܢܐ ܕܦܩܕ ܡܘܫܐ ܠܤܗܕܘܬܗܘܢ
"And again he entered into Capernaum, after some days; and it was noised that he was in the house.",ܘܥܠ ܬܘܒ ܝܫܘܥ ܠܟܦܪܢܚܘܡ ܠܝܘܡܬܐ ܘܟܕ ܫܡܥܘ ܕܒܒܝܬܐ ܗܘ
"And straightway many were gathered together, insomuch that there was no room to receive them, no, not so much as about the door: and he preached the word unto them.",ܐܬܟܢܫܘ ܤܓܝܐܐ ܐܝܟܢܐ ܕܠܐ ܐܫܟܚ ܐܚܕ ܐܢܘܢ ܐܦܠܐ ܩܕܡ ܬܪܥܐ ܘܡܡܠܠ ܗܘܐ ܥܡܗܘܢ ܡܠܬܐ
"And they come unto him, bringing one sick of the palsy, which was borne of four.",ܘܐܬܘ ܠܘܬܗ ܘܐܝܬܝܘ ܠܗ ܡܫܪܝܐ ܟܕ ܫܩܝܠܝܢ ܠܗ ܒܝܬ ܐܪܒܥܐ
"And when they could not come nigh unto him for the press, they uncovered the roof where he was: and when they had broken it up, they let down the bed wherein the sick of the palsy lay.",ܘܕܠܐ ܐܫܟܚܘ ܠܡܬܩܪܒܘ ܠܘܬܗ ܡܛܠ ܟܢܫܐ ܤܠܩܘ ܠܗܘܢ ܠܐܓܪܐ ܘܐܪܝܡܘ ܬܛܠܝܠܐ ܕܐܬܪ ܕܐܝܬܘܗܝ ܗܘܐ ܝܫܘܥ ܘܫܒܘܗ ܥܪܤܐ ܕܪܡܐ ܗܘܐ ܒܗ ܡܫܪܝܐ
"When Jesus saw their faith, he said unto the sick of the palsy, Son, thy sins be forgiven thee.",ܟܕ ܚܙܐ ܕܝܢ ܝܫܘܥ ܗܝܡܢܘܬܗܘܢ ܐܡܪ ܠܗܘ ܡܫܪܝܐ ܒܪܝ ܫܒܝܩܝܢ ܠܟ ܚܛܗܝܟ
"But there were certain of the scribes sitting there, and reasoning in their hearts,",ܐܝܬ ܗܘܘ ܕܝܢ ܬܡܢ ܡܢ ܤܦܪܐ ܘܦܪܝܫܐ ܕܝܬܒܝܢ ܘܡܬܪܥܝܢ ܗܘܘ ܒܠܒܗܘܢ
Why doth this man thus speak blasphemies? who can forgive sins but God only?,ܕܡܢܐ ܗܢܐ ܡܡܠܠ ܓܘܕܦܐ ܡܢܘ ܡܫܟܚ ܠܡܫܒܩ ܚܛܗܐ ܐܠܐ ܐܢ ܚܕ ܐܠܗܐ
"And immediately when Jesus perceived in his spirit that they so reasoned within themselves, he said unto them, Why reason ye these things in your hearts?",ܝܫܘܥ ܕܝܢ ܝܕܥ ܒܪܘܚܗ ܕܗܠܝܢ ܡܬܪܥܝܢ ܒܢܦܫܗܘܢ ܘܐܡܪ ܠܗܘܢ ܡܢܐ ܡܬܪܥܝܢ ܐܢܬܘܢ ܗܠܝܢ ܒܠܒܟܘܢ
